V1,Date_Deb_Situ,ANNEE,Date_Fin_Situ,IDA,Responsabilite_IDA,ANNEE_CLOTURE,CHARGE_SINISTRE,Num_contrat,IMMAT
996,2013-06-18,2013,2013-12-31,0,0,2014,1259.71584163129,2578,14401
997,2012-07-04,2012,2012-12-31,1,0,2013,345.383356685261,2599,14460
998,2011-01-01,2011,2011-04-06,0,0,2011,1051.95121850481,2601,14469
999,2012-03-01,2012,2012-12-31,0,0,2012,1716.51561817848,2603,14481
1002,2013-01-01,2013,2013-12-30,0,0,2014,1713.76712373475,2626,14613
1003,2011-11-16,2011,2011-12-31,0,0,2012,801.967565040782,2636,14647
1004,2011-08-03,2011,2011-12-26,0,0,2011,1078.08886174416,2639,14681
1005,2013-10-01,2013,2013-12-31,0,0,2014,2827.57563483776,2639,14700
1007,2013-01-01,2013,2013-06-29,0,0,2013,1623.48716506556,2643,14724
1009,2011-01-01,2011,2011-02-13,0,0,2012,4150.92720664849,2662,14779
1010,2011-04-19,2011,2011-05-27,1,0,2011,456.541094717188,2662,14779
1011,2012-01-01,2012,2012-09-13,0,0,2013,1920.0766615675,2662,14783
1012,2013-04-01,2013,2013-09-30,0,0,2013,2749.61539832221,2670,14808
1013,2012-07-04,2012,2012-12-31,0,100,2013,3359.19913071178,2684,14926
1014,2011-06-21,2011,2011-12-31,0,0,2011,1275.29064347907,2684,14927
1015,2013-08-09,2013,2013-12-31,0,0,2013,1359.9550507554,2693,14987
1016,2011-01-01,2011,2011-02-17,1,50,2011,1351.96824925422,2701,15023
1017,2011-04-01,2011,2011-06-23,0,0,2011,2360.57948282483,2737,15159
1019,2011-01-01,2011,2011-11-09,1,0,2012,-198.5598613424,2755,15234
1020,2011-02-23,2011,2011-12-31,0,0,2012,140.119324582087,2774,15315
1021,2012-01-12,2012,2012-04-18,0,0,2012,1080.77268573039,2784,15353
1024,2013-09-01,2013,2013-11-17,0,0,2013,1754.60651764564,2800,15410
1025,2011-01-01,2011,2011-07-31,1,0,2011,-754.876693571618,2801,15417
1026,2013-01-24,2013,2013-07-31,0,0,2013,3602.41394295753,2811,15493
1028,2011-01-01,2011,2011-11-24,0,0,2012,1731.77784614834,2820,15520
1029,2013-01-01,2013,2013-02-14,0,0,2013,1969.58189678331,2827,15580
1032,2012-01-01,2012,2012-04-30,0,0,2012,3155.47641117901,2846,15649
1033,2013-01-07,2013,2013-05-16,1,0,2013,293.151183844892,2847,15657
1035,2011-04-01,2011,2011-11-28,1,50,2012,-227.176538785896,2851,15671
1036,2012-04-01,2012,2012-12-31,0,0,2012,2063.76363972164,2851,15676
1038,2011-01-01,2011,2011-12-31,1,50,2012,1457.34875974953,2870,15759
1040,2013-01-01,2013,2013-12-31,1,0,2013,439.759110996088,2876,15776
1042,2013-09-28,2013,2013-12-24,1,0,2014,-428.732797992436,2889,15811
1043,2013-01-01,2013,2013-07-31,0,0,2013,1144.72098978773,2894,15834
1044,2012-02-02,2012,2012-07-31,1,0,2012,-589.697566708504,2894,15835
1045,2011-05-17,2011,2011-08-31,1,0,2011,-501.551733136788,2898,15845
1046,2013-10-20,2013,2013-12-20,0,0,2014,1353.72513001629,2899,15858
1047,2012-08-01,2012,2012-10-15,0,0,2012,2134.36222249185,2902,15871
1048,2013-01-01,2013,2013-09-30,0,0,2014,1625.67518221095,2904,15875
1049,2012-01-01,2012,2012-05-03,0,0,2012,1988.88602834689,2909,15895
1050,2012-01-01,2012,2012-05-03,0,0,2012,1346.68682855844,2909,15897
1052,2013-01-01,2013,2013-06-30,0,0,2013,1903.46713239973,2913,15908
1053,2012-01-01,2012,2012-06-30,1,0,2012,-626.063920642347,2913,15916
1054,2012-04-23,2012,2012-12-31,0,0,2012,93.3410269908363,2915,15928
1055,2012-01-01,2012,2012-12-31,0,0,2012,2609.56074419762,2916,15932
1056,2012-01-01,2012,2012-12-31,1,0,2013,2941.71899232425,2916,15933
1057,2011-04-07,2011,2011-05-16,0,0,2011,1145.15212617106,2917,15935
1058,2013-03-15,2013,2013-04-30,0,0,2013,7135.88917822068,2922,15958
1060,2012-05-01,2012,2012-10-18,0,0,2012,3793.80616192708,2941,16046
1063,2013-01-01,2013,2013-12-31,0,0,2013,1003.09268786399,2944,16057
1064,2012-07-13,2012,2012-12-31,0,0,2013,1950.7520152414,2954,16110
1065,2011-07-01,2011,2011-09-20,1,0,2012,-327.90077634125,2960,16141
1066,2012-01-01,2012,2012-11-27,1,0,2013,-422.513655662908,2967,16175
1068,2013-10-09,2013,2013-12-31,1,0,2014,1676.96963341758,2975,16200
1069,2011-02-25,2011,2011-06-23,0,0,2011,1483.4109541218,2976,16210
1071,2012-04-17,2012,2012-09-30,1,0,2012,554.064144626321,2991,16300
1072,2011-01-01,2011,2011-06-30,0,0,2011,569.186253271603,2999,16324
1073,2012-09-27,2012,2012-12-31,0,0,2013,3366.9703640213,3006,16352
1075,2011-07-01,2011,2011-12-31,1,0,2012,823.59983307434,3009,16374
1076,2012-01-01,2012,2012-12-31,1,0,2012,115.717005285637,3010,16389
1078,2011-01-01,2011,2011-09-01,0,0,2012,848.929095594948,3027,16447
1079,2012-01-01,2012,2012-09-30,0,0,2012,1198.25735018767,3027,16448
1080,2012-07-01,2012,2012-12-31,1,0,2013,217.400521293899,3031,16461
1081,2011-01-01,2011,2011-02-27,0,0,2011,1605.35788014655,3034,16473
1082,2011-01-01,2011,2011-12-31,0,0,2012,128.54331268969,3035,16477
1084,2011-09-01,2011,2011-12-31,0,0,2012,128.54331268969,3038,16496
1085,2013-01-01,2013,2013-12-31,0,0,2014,161.676143748562,3045,16545
1086,2013-02-12,2013,2013-05-07,0,0,2013,2436.26547491833,3046,16554
1087,2013-01-01,2013,2013-12-31,0,0,2014,2433.02117363377,3055,16602
1088,2013-01-01,2013,2013-12-31,1,0,2014,436.450139254034,3055,16606
1089,2011-04-20,2011,2011-08-31,0,0,2012,1131.73300623993,3056,16615
1090,2011-04-20,2011,2011-08-31,1,0,2011,-681.50805953852,3056,16615
1091,2013-01-01,2013,2013-12-26,1,0,2014,-1089.65409522697,3058,16629
1094,2011-01-26,2011,2011-06-05,1,0,2012,20.5436486656506,3064,16645
1095,2013-04-12,2013,2013-12-11,0,0,2013,822.780673946014,3065,16660
1096,2013-05-30,2013,2013-08-31,1,0,2013,-539.588740556033,3072,16726
1097,2011-01-01,2011,2011-12-31,0,0,2012,477.936237739915,3073,16728
1098,2013-01-01,2013,2013-09-30,0,0,2013,1153.36527427349,3075,16733
1099,2011-02-01,2011,2011-06-30,1,50,2011,1136.19526780739,3085,16767
1100,2011-02-01,2011,2011-06-30,1,50,2011,1088.51158381115,3085,16768
1102,2013-06-14,2013,2013-10-18,0,0,2013,3422.1989347258,3087,16780
1104,2011-07-01,2011,2011-12-31,0,0,2011,1945.68616273727,3096,16821
1105,2011-02-22,2011,2011-12-31,0,0,2011,766.355699777766,3099,16831
1108,2012-01-01,2012,2012-12-31,1,0,2012,2230.55952802224,3117,16934
1109,2013-01-01,2013,2013-12-31,0,0,2013,588.242481414767,3117,16936
1110,2011-01-01,2011,2011-03-17,1,0,2011,-549.785116021776,3119,16939
1111,2011-01-01,2011,2011-03-17,0,0,2011,128.54331268969,3119,16939
1112,2012-10-11,2012,2012-12-31,0,0,2013,779.677814022647,3124,16961
1113,2013-05-01,2013,2013-12-04,0,0,2013,335.316322134517,3124,16965
1115,2012-01-01,2012,2012-12-31,0,0,2012,1970.78907865663,3128,16987
1116,2011-02-23,2011,2011-10-31,0,0,2012,2114.18503975202,3130,16994
1117,2013-10-31,2013,2013-12-09,0,0,2014,108.538584503201,3132,17010
1118,2011-01-01,2011,2011-06-23,1,0,2011,259.274642524777,3137,17029
1119,2013-03-08,2013,2013-07-11,1,0,2013,-646.920143185911,3137,17032
1121,2011-07-22,2011,2011-08-29,0,0,2012,3446.11622559101,3142,17052
1123,2013-10-01,2013,2013-12-31,0,0,2014,3585.11459557644,3142,17057
1124,2013-01-01,2013,2013-08-31,0,0,2013,740.0348235755,3146,17086
1125,2011-06-21,2011,2011-08-31,1,0,2011,-320.452895319232,3146,17087
1126,2012-04-01,2012,2012-12-31,0,0,2012,687.252951846386,3163,17146
1127,2012-02-08,2012,2012-07-31,0,0,2012,1152.79401856558,3169,17162
1128,2013-01-28,2013,2013-03-31,1,0,2013,-284.129655023722,3171,17172
1130,2013-01-01,2013,2013-12-31,0,0,2013,610.004090363323,3189,17249
1131,2011-01-01,2011,2011-02-27,0,0,2011,352.701896792279,3190,17251
1132,2012-01-01,2012,2012-10-31,0,0,2012,473.064396608291,3191,17261
1133,2013-11-01,2013,2013-12-31,0,0,2014,2172.00042875651,3191,17266
1135,2011-07-28,2011,2011-12-11,0,0,2011,1431.34045742518,3198,17285
1136,2011-03-22,2011,2011-05-14,0,0,2011,6195.8070727803,3200,17295
1137,2013-06-27,2013,2013-09-19,0,0,2013,654.486586713344,3202,17314
1138,2012-04-01,2012,2012-12-31,0,0,2013,2120.44729571989,3205,17349
1139,2013-04-01,2013,2013-06-20,0,0,2013,627.20643205817,3205,17351
1140,2011-04-01,2011,2011-12-31,0,0,2011,1463.12598728615,3211,17369
1141,2011-04-01,2011,2011-12-31,1,0,2012,-234.15016978625,3211,17369
1142,2011-02-25,2011,2011-04-14,1,0,2011,1187.10169626902,3213,17385
1143,2011-07-01,2011,2011-12-31,0,0,2013,31.8394219088834,3224,17426
1144,2012-08-27,2012,2012-12-31,0,100,2013,2198.31052654919,3228,17438
1145,2012-02-14,2012,2012-04-16,0,0,2012,892.592432816642,3229,17444
1146,2011-10-20,2011,2011-12-14,0,0,2012,914.936075882694,3229,17449
1148,2012-08-11,2012,2012-09-11,0,0,2013,3397.43014950353,3251,17543
1149,2012-04-02,2012,2012-11-22,1,0,2012,-494.017624838105,3255,17592
1151,2012-01-18,2012,2012-06-26,1,0,2012,778.201171909743,3267,17658
1152,2013-10-01,2013,2013-11-15,0,0,2014,7921.44122546619,3267,17669
1153,2012-07-01,2012,2012-09-05,0,0,2013,1123.99410815917,3272,17691
1154,2011-07-26,2011,2011-09-30,0,0,2011,279.55960936043,3274,17709
1155,2013-07-05,2013,2013-09-30,0,0,2014,2176.18245167481,3277,17732
1156,2013-02-24,2013,2013-12-31,0,0,2013,1184.56877001696,3284,17767
1157,2013-01-10,2013,2013-04-16,0,0,2013,7339.27776705637,3286,17781
1158,2011-01-01,2011,2011-06-30,0,0,2011,427.956752502443,3293,17797
1159,2012-01-01,2012,2012-03-12,0,0,2012,1807.12970754476,3294,17815
1160,2013-01-01,2013,2013-09-27,0,0,2013,3898.75553603907,3298,17824
1161,2013-01-01,2013,2013-02-12,0,0,2013,5839.37584627222,3298,17830
1162,2011-04-20,2011,2011-06-14,0,0,2011,976.502351422146,3301,17840
1164,2012-09-17,2012,2012-12-31,1,0,2013,28.5196717572463,3308,17870
1165,2011-05-04,2011,2011-07-26,0,0,2011,1849.98466404771,3309,17877
1166,2012-01-01,2012,2012-09-30,1,0,2012,214.910708680171,3309,17881
1167,2012-01-01,2012,2012-09-30,0,100,2012,599.667595572998,3309,17881
1168,2012-01-01,2012,2012-09-30,1,0,2012,1050.55002525899,3309,17881
1171,2012-01-01,2012,2012-12-31,0,0,2012,551.477326326344,3313,17905
1172,2012-01-01,2012,2012-10-31,0,0,2013,1463.56790207906,3315,17921
1173,2013-01-01,2013,2013-10-31,0,0,2013,526.859438838229,3315,17922
1174,2012-01-01,2012,2012-12-31,0,0,2013,2596.66976633607,3322,17943
1175,2012-04-10,2012,2012-12-31,1,0,2012,1009.93697794935,3323,17951
1177,2012-01-01,2012,2012-08-22,0,0,2012,1088.89960655615,3326,17969
1179,2012-05-29,2012,2012-12-31,0,0,2012,1107.58936877348,3327,17999
1180,2011-07-01,2011,2011-09-28,0,0,2012,276.110518293794,3329,18011
1181,2013-01-01,2013,2013-08-31,0,0,2013,2652.70671775932,3332,18023
1182,2013-01-22,2013,2013-09-30,1,0,2013,-245.542948715732,3334,18030
1183,2013-10-01,2013,2013-12-31,1,50,2014,7633.65768959376,3334,18034
1184,2012-01-01,2012,2012-05-03,0,0,2012,608.117868686257,3336,18039
1185,2012-11-16,2012,2012-12-31,0,0,2013,1239.15063614648,3336,18039
1187,2012-08-10,2012,2012-10-10,1,0,2013,-375.37967055541,3338,18055
1188,2013-01-01,2013,2013-11-17,0,0,2013,1664.61757603519,3338,18058
1189,2013-01-01,2013,2013-11-17,0,0,2013,911.810337103555,3338,18059
1191,2012-11-01,2012,2012-12-31,0,0,2013,619.995676046984,3353,18115
1195,2012-09-10,2012,2012-12-31,0,0,2014,1481.20138015724,3373,18214
1196,2012-05-11,2012,2012-08-31,0,0,2012,1609.21655077735,3374,18220
1197,2012-01-01,2012,2012-05-09,0,0,2012,5065.7878336641,3374,18224
1198,2013-01-01,2013,2013-09-30,0,0,2013,1652.08228568989,3375,18227
1199,2013-01-01,2013,2013-09-30,0,0,2013,2407.49789974067,3375,18227
1200,2013-01-01,2013,2013-09-30,1,0,2013,-426.71723540037,3375,18228
1204,2011-01-01,2011,2011-04-27,1,0,2011,-1080.20143002247,3395,18332
1205,2011-01-01,2011,2011-04-27,0,100,2012,491.376914490212,3395,18333
1206,2013-05-21,2013,2013-12-31,0,0,2013,1309.72766209751,3395,18335
1207,2012-01-01,2012,2012-12-30,1,0,2013,-834.367464247994,3401,18359
1209,2012-04-16,2012,2012-07-25,0,100,0,1573.64779915267,3412,18395
1210,2011-06-01,2011,2011-12-31,1,0,2012,-610.920255177898,3413,18403
1211,2013-08-02,2013,2013-10-22,1,0,2014,501.519397908038,3414,18410
1212,2012-01-01,2012,2012-03-15,1,50,2012,-191.198207597049,3416,18421
1213,2011-01-01,2011,2011-12-31,0,100,2011,2520.90832537549,3420,18426
1214,2011-01-01,2011,2011-08-08,0,0,2012,2991.09488662506,3423,18434
1215,2012-02-09,2012,2012-12-31,0,0,2012,1599.87166966868,3423,18439
1216,2013-06-18,2013,2013-12-31,0,0,2013,1129.55576750412,3433,18496
1217,2011-02-02,2011,2011-12-31,0,0,2012,441.375872433573,3437,18518
1218,2012-01-01,2012,2012-02-19,0,0,2012,362.186897225528,3441,18533
1219,2012-08-14,2012,2012-12-31,0,0,2013,1825.93803226751,3444,18537
1220,2013-07-16,2013,2013-12-31,1,0,2014,-206.956242407742,3452,18558
1222,2012-09-19,2012,2012-10-18,1,0,2012,-332.654054967457,3463,18601
1223,2013-01-01,2013,2013-06-13,1,0,2014,-526.266626311152,3469,18626
1224,2011-06-16,2011,2011-12-31,1,0,2012,-925.994724115095,3472,18632
1225,2012-01-01,2012,2012-10-24,0,100,2012,66.5782359956577,3475,18653
1226,2012-01-01,2012,2012-07-20,0,0,2012,623.929795544866,3480,18671
1227,2013-01-01,2013,2013-02-20,0,0,0,3210.62953301644,3481,18687
1228,2011-01-19,2011,2011-02-28,0,0,2011,1653.61281985071,3483,18701
1229,2013-04-24,2013,2013-06-11,0,0,2013,1284.9157632369,3483,18704
1230,2012-07-05,2012,2012-09-09,1,0,2012,-174.179098865117,3483,18708
1231,2012-01-01,2012,2012-07-26,0,0,2012,813.629804209845,3484,18717
1233,2013-01-01,2013,2013-12-31,1,0,2014,23.2382510614599,3490,18738
1234,2013-01-01,2013,2013-12-31,0,0,2013,924.593530869275,3490,18738
1236,2011-01-01,2011,2011-12-31,0,0,2012,3290.10952528323,3493,18758
1237,2013-01-01,2013,2013-12-31,0,0,2013,101.521839864513,3503,18798
1241,2011-01-01,2011,2011-12-31,0,0,2011,1207.12798127468,3515,18842
1242,2013-01-01,2013,2013-12-31,0,0,2014,1790.5093999674,3519,18858
1243,2012-01-01,2012,2012-12-31,0,0,2012,1442.78712840258,3522,18865
1246,2012-01-01,2012,2012-12-31,0,0,2012,1313.19830998332,3525,18874
1247,2012-01-01,2012,2012-12-31,0,0,2012,735.648010875122,3525,18874
1248,2011-06-16,2011,2011-11-03,0,0,2011,637.122568874749,3530,18901
1249,2013-03-20,2013,2013-10-31,0,0,2013,5038.30288922684,3536,18929
1250,2013-06-22,2013,2013-09-29,0,0,2014,556.165934495052,3537,18936
1251,2012-01-01,2012,2012-10-03,1,0,2012,522.030711344939,3544,18972
1253,2013-01-01,2013,2013-12-31,1,0,2013,95.4859304979005,3553,19015
1254,2012-05-25,2012,2012-12-31,1,0,2012,-781.003558401385,3553,19017
1255,2012-10-10,2012,2012-12-31,1,0,2014,-79.4476570380432,3553,19018
1256,2012-01-10,2012,2012-02-12,0,0,2012,891.180461161238,3560,19036
1257,2012-02-14,2012,2012-03-27,1,50,2012,-322.878037475461,3560,19047
1259,2013-11-27,2013,2013-12-30,1,0,2014,975.122714995492,3560,19053
1260,2013-01-25,2013,2013-05-16,1,0,2013,538.564791645625,3561,19055
1261,2012-01-01,2012,2012-12-31,0,0,2012,852.259624156168,3562,19062
1262,2011-01-01,2011,2011-12-31,0,0,2012,4224.33895431992,3565,19070
1263,2011-07-26,2011,2011-12-30,0,0,2012,2431.53375311128,3573,19110
1264,2011-07-26,2011,2011-12-30,0,0,2013,1805.97641771935,3573,19123
1265,2011-07-26,2011,2011-12-30,1,0,2012,-750.435988823324,3573,19124
1266,2011-01-01,2011,2011-10-19,0,0,2011,3099.45023816534,3577,19148
1267,2011-01-01,2011,2011-07-07,0,0,2011,4575.28397035013,3580,19156
1268,2011-01-01,2011,2011-02-17,0,100,2011,813.963934906925,3580,19157
1269,2011-01-01,2011,2011-12-08,0,0,2011,2569.75607760672,3580,19160
1270,2012-01-01,2012,2012-12-31,0,0,2012,1528.9389562014,3581,19166
1271,2011-01-05,2011,2011-12-31,1,0,2011,-578.735924162351,3582,19169
1272,2012-01-01,2012,2012-02-20,0,0,2012,821.541156843941,3586,19198
1273,2011-04-27,2011,2011-06-07,1,0,2011,125.105000032637,3590,19219
1274,2012-01-01,2012,2012-12-31,1,0,2012,-935.878525702924,3593,19232
1275,2012-01-01,2012,2012-12-31,0,0,2012,753.389273049131,3593,19232
1276,2013-03-15,2013,2013-07-31,1,0,2013,-588.921521218511,3597,19246
1279,2011-01-01,2011,2011-07-19,0,0,2011,1716.91441933306,3605,19288
1280,2011-09-23,2011,2011-12-31,0,0,2013,1220.88123190289,3608,19320
1281,2012-01-01,2012,2012-12-31,0,0,2012,1030.39439933833,3616,19364
1282,2012-01-01,2012,2012-12-31,1,0,2013,410.775967626762,3617,19368
1283,2012-01-01,2012,2012-12-31,1,0,2012,624.188477374864,3617,19368
1284,2012-01-01,2012,2012-12-31,0,0,2013,2655.32587128804,3617,19369
1285,2012-01-01,2012,2012-12-31,0,0,2012,468.311117982084,3620,19376
1286,2013-01-01,2013,2013-12-31,0,0,2013,1206.68606648176,3620,19377
1290,2011-06-29,2011,2011-09-28,1,0,2012,4237.31615945814,3633,19432
1291,2012-01-01,2012,2012-12-31,1,0,2012,-769.804790844402,3634,19446
1293,2011-01-01,2011,2011-11-09,1,0,2012,458.64288458592,3647,19504
1294,2012-04-03,2012,2012-09-10,0,0,2013,1074.56432181044,3649,19519
1295,2012-01-01,2012,2012-12-31,1,0,2012,-219.976561184293,3652,19526
1297,2011-01-01,2011,2011-12-31,0,0,2011,559.528798285022,3654,19543
1298,2013-03-20,2013,2013-05-23,0,0,2013,315.742730331358,3669,19624
1300,2012-04-22,2012,2012-06-30,0,0,2013,2555.01121329685,3677,19691
1301,2012-01-01,2012,2012-12-31,0,0,2013,517.363659995397,3685,19728
1302,2012-01-01,2012,2012-11-12,0,0,2012,1409.78363825871,3687,19738
1303,2012-01-01,2012,2012-11-12,0,0,2012,1030.08182546042,3687,19738
1304,2011-08-03,2011,2011-12-31,0,0,2011,724.115112621058,3690,19751
1307,2013-02-21,2013,2013-12-31,1,0,2014,238.580096124961,3692,19769
1308,2011-01-01,2011,2011-12-31,0,0,2013,489.232010983148,3696,19784
1309,2013-01-01,2013,2013-05-02,0,100,2013,2350.00586302368,3696,19784
1310,2011-01-01,2011,2011-10-18,1,0,2011,1120.07076707087,3699,19794
1313,2013-01-01,2013,2013-12-31,0,0,2014,219.092731598468,3706,19832
1314,2012-01-01,2012,2012-02-08,0,0,2012,4958.60732876839,3709,19853
1315,2011-01-01,2011,2011-12-31,1,0,2011,235.734595994986,3715,19873
1316,2011-01-01,2011,2011-12-31,0,0,2011,1092.16546465987,3718,19885
1317,2011-01-01,2011,2011-11-06,0,0,2011,494.63199418435,3725,19917
1318,2012-01-26,2012,2012-08-31,0,0,2012,837.256078016301,3727,19925
1319,2013-11-26,2013,2013-12-31,0,0,2014,869.332624936016,3744,19996
1320,2013-11-26,2013,2013-12-31,0,0,2014,2015.6919329804,3744,19996
1321,2013-01-01,2013,2013-02-19,1,0,2013,743.322238498387,3746,20019
1323,2011-04-18,2011,2011-12-31,0,0,2013,146.866608981193,3752,20063
1324,2012-03-30,2012,2012-12-31,0,0,2013,1833.56914625244,3752,20063
1325,2013-01-01,2013,2013-12-31,0,0,2013,4487.25669928383,3755,20084
1326,2013-10-11,2013,2013-11-18,1,0,2013,1633.53264279713,3758,20092
1328,2013-01-01,2013,2013-09-11,0,0,2013,1566.72806020023,3761,20112
1329,2012-04-23,2012,2012-12-31,0,0,2013,594.569407840127,3765,20125
1330,2013-01-01,2013,2013-12-31,0,0,2013,2121.96705147112,3767,20134
1331,2012-01-01,2012,2012-12-31,0,0,2014,108.538584503201,3767,20139
1333,2011-09-16,2011,2011-11-09,0,0,2011,523.248671627845,3768,20155
1334,2011-09-16,2011,2011-11-09,0,0,2011,1255.57693235133,3768,20155
1336,2011-03-18,2011,2011-09-01,0,0,2012,2322.54247540559,3775,20186
1337,2012-11-08,2012,2012-12-31,0,0,2013,5462.13151085891,3778,20207
1338,2013-01-21,2013,2013-12-31,1,0,2013,548.491706871787,3779,20214
1339,2012-01-01,2012,2012-02-13,1,0,2012,2008.25483036797,3792,20248
1340,2011-02-01,2011,2011-12-15,0,0,2012,175.062928450943,3797,20273
1341,2011-08-01,2011,2011-12-06,0,0,2012,2006.65962574965,3800,20307
1342,2013-02-01,2013,2013-12-31,0,0,2014,932.019855072125,3803,20320
1343,2013-02-01,2013,2013-12-31,0,0,2014,1481.55706767349,3803,20320
1344,2011-01-01,2011,2011-03-13,0,0,2011,1597.82377184787,3804,20323
1347,2011-03-11,2011,2011-07-21,1,0,2011,-875.055960424715,3811,20356
1348,2012-02-01,2012,2012-12-31,0,0,2012,1352.11914698839,3818,20412
1349,2012-02-01,2012,2012-12-31,1,0,2013,53.8165990491046,3818,20416
1350,2013-07-01,2013,2013-12-31,0,0,2013,172.950360172628,3824,20442
1351,2011-01-01,2011,2011-12-31,0,0,2012,109.972112977772,3829,20461
1352,2011-01-01,2011,2011-12-31,0,0,2012,1077.84095832374,3829,20462
1354,2012-01-01,2012,2012-12-31,0,0,2012,592.230492960565,3832,20480
1355,2013-01-01,2013,2013-12-31,0,0,2013,2945.4806572688,3832,20481
1356,2011-04-07,2011,2011-07-11,1,0,2011,2523.89394483005,3833,20497
1357,2013-01-04,2013,2013-05-24,1,0,2013,309.846940289327,3841,20530
1358,2011-01-01,2011,2011-12-31,0,0,2011,522.795978425349,3855,20585
1359,2011-01-01,2011,2011-12-31,0,0,2013,714.457657634477,3855,20585
1360,2011-01-01,2011,2011-12-31,0,0,2011,1831.28412342079,3855,20586
1361,2012-01-01,2012,2012-12-31,1,0,2012,2816.93734457911,3855,20586
1362,2012-01-01,2012,2012-12-31,0,0,2012,3040.24443432462,3855,20586
1363,2011-07-01,2011,2011-12-31,1,50,2012,458.61054935717,3856,20593
1364,2012-01-01,2012,2012-06-30,0,0,2012,3434.08752049612,3856,20598
1366,2011-01-01,2011,2011-06-30,0,0,2011,323.158276124625,3860,20613
1367,2011-03-28,2011,2011-08-03,0,0,2012,112.79605628858,3861,20616
1368,2012-11-07,2012,2012-12-31,0,0,2012,786.338871145088,3865,20627
1369,2011-02-06,2011,2011-10-31,0,0,2012,140.119324582087,3865,20628
1370,2012-01-01,2012,2012-12-31,0,0,2012,64.4548893077599,3869,20651
1371,2012-01-01,2012,2012-12-31,0,0,2012,2245.7570855346,3874,20661
1372,2013-04-01,2013,2013-05-29,1,0,2014,2459.63306689478,3877,20674
1373,2011-09-20,2011,2011-12-31,0,0,2012,771.615563654385,3882,20697
1374,2012-05-15,2012,2012-12-31,0,0,2013,2052.8558892234,3882,20699
1375,2011-01-01,2011,2011-04-30,0,0,2011,403.867007083907,3887,20734
1376,2011-05-01,2011,2011-12-31,0,0,2011,225.883129635907,3887,20736
1377,2012-07-24,2012,2012-12-31,1,0,2012,-544.600701012238,3890,20755
1378,2011-01-01,2011,2011-12-31,0,0,2011,3112.77235241022,3898,20779
1379,2011-04-27,2011,2011-12-31,0,0,2012,520.780415833284,3901,20785
1380,2012-01-01,2012,2012-03-22,1,0,2012,-629.049540096904,3903,20798
1381,2013-06-01,2013,2013-12-31,1,0,2014,-1183.8358381653,3903,20806
1382,2012-01-01,2012,2012-12-31,0,0,2012,720.569015868173,3907,20823
1383,2012-04-27,2012,2012-06-08,0,0,2012,2738.44896599397,3908,20829
1385,2013-04-01,2013,2013-12-31,0,0,2014,5290.00030981461,3924,20887
1386,2011-01-01,2011,2011-12-29,1,0,2012,-666.763195228652,3925,20891
1387,2013-01-01,2013,2013-10-23,0,0,2013,272.294961301328,3925,20896
1388,2013-01-01,2013,2013-12-31,1,0,2014,-592.122708864732,3925,20897
1389,2013-01-01,2013,2013-06-30,1,0,2014,3768.21821757648,3926,20909
1390,2012-09-24,2012,2012-12-31,0,0,2013,2108.14913038541,3933,20938
1392,2013-01-25,2013,2013-09-30,0,0,2013,103.160158121166,3945,21033
1393,2012-10-01,2012,2012-12-31,1,0,2013,1320.04260006867,3946,21042
1394,2013-01-01,2013,2013-09-30,1,0,2014,-574.37066828114,3946,21046
1396,2013-01-10,2013,2013-06-10,0,0,2013,837.590208713382,3951,21084
1397,2011-01-18,2011,2011-09-13,1,0,2011,-1090.19301570613,3954,21105
1398,2011-01-18,2011,2011-09-13,0,0,2011,6413.32615657961,3954,21105
1399,2012-11-01,2012,2012-12-16,0,0,2012,949.470100187386,3956,21115
1400,2011-07-01,2011,2011-12-31,1,0,2011,139.138489310012,3958,21120
1403,2011-01-01,2011,2011-02-24,0,0,2011,672.389525031102,3969,21168
1404,2012-01-01,2012,2012-12-31,0,0,2013,2858.81146580998,3974,21183
1405,2012-01-01,2012,2012-12-31,0,0,2013,831.284839107188,3974,21183
1406,2011-01-01,2011,2011-12-31,1,0,2012,-453.523140033882,3979,21198
1407,2011-01-01,2011,2011-12-31,0,0,2011,4105.21597160598,3979,21199
1408,2011-01-01,2011,2011-12-31,0,0,2012,42.531604215455,3979,21201
1409,2011-01-01,2011,2011-12-31,0,0,2012,621.235193149057,3979,21202
1410,2011-01-01,2011,2011-12-31,1,0,2012,-639.396813296812,3981,21208
1411,2013-01-01,2013,2013-05-15,0,0,2013,2045.90381504222,3983,21217
1414,2012-01-01,2012,2012-12-31,0,0,2012,2139.56819432055,3987,21234
1415,2013-01-01,2013,2013-12-31,0,0,2014,8083.80718742808,3989,21240
1416,2011-02-04,2011,2011-12-31,1,0,2011,102.481118317422,3993,21255
1417,2012-01-01,2012,2012-09-11,0,0,2012,1386.319040596,4000,21280
1418,2013-01-01,2013,2013-06-23,0,0,2013,1153.79641065682,4000,21299
1421,2013-01-01,2013,2013-06-23,1,0,2013,-756.665909562435,4000,21301
1422,2013-04-15,2013,2013-06-23,0,0,2013,598.891550083005,4000,21303
1423,2013-01-01,2013,2013-12-31,1,0,2014,2133.57539859227,4005,21323
1424,2011-07-08,2011,2011-08-29,0,0,2013,6849.93797197739,4006,21335
1426,2011-01-21,2011,2011-12-31,0,0,2012,3737.18717638634,4014,21378
1427,2011-01-21,2011,2011-12-31,0,0,2011,1104.06482883976,4014,21379
