V1,Date_Deb_Situ,ANNEE,Date_Fin_Situ,IDA,Responsabilite_IDA,ANNEE_CLOTURE,CHARGE_SINISTRE,Num_contrat,IMMAT
1,2011-01-01,2011,2011-05-17,1,0,2012,-684.17032670558,3,36
2,2013-09-22,2013,2013-12-08,0,0,2014,3202.71818038234,4,43
3,2012-01-01,2012,2012-12-31,0,100,2014,480.329044667393,7,72
4,2013-04-05,2013,2013-10-23,1,0,2013,-377.826369530805,7,75
5,2011-02-01,2011,2011-12-31,0,0,2011,1102.1139367052,12,101
6,2011-02-01,2011,2011-12-31,1,0,2011,3707.39565229827,12,104
7,2011-02-01,2011,2011-12-31,1,50,2012,2216.75238534611,12,104
8,2011-11-01,2011,2011-12-31,0,0,2012,1020.42437047384,14,109
9,2013-01-08,2013,2013-08-31,0,0,2013,936.094093894589,17,120
10,2011-11-01,2011,2011-12-31,0,0,2012,456.390196983023,18,127
11,2013-01-01,2013,2013-09-30,1,0,2013,-709.262464215357,19,145
12,2011-04-01,2011,2011-10-13,0,0,2012,1383.23641545519,28,179
14,2011-01-01,2011,2011-08-01,0,0,2011,853.121896922827,33,191
15,2013-01-01,2013,2013-12-31,0,0,2013,1323.98749797614,33,192
17,2013-01-01,2013,2013-06-30,1,0,2014,503.470290042604,37,205
19,2012-04-01,2012,2012-09-27,0,0,2013,140.119324582087,40,215
20,2012-04-01,2012,2012-09-27,0,0,2012,434.951940321964,40,215
21,2012-09-28,2012,2012-12-31,0,0,2012,3880.70169998714,40,216
22,2013-04-01,2013,2013-07-31,0,0,2014,376.737750162898,40,217
23,2013-07-19,2013,2013-09-02,0,0,2014,1156.03831985013,41,222
25,2011-01-01,2011,2011-12-31,0,0,2012,273.599148860899,42,234
26,2011-10-06,2011,2011-11-06,0,0,2012,422.22263860416,45,245
29,2013-01-01,2013,2013-12-31,1,0,2014,1003.27592082691,53,316
30,2011-01-01,2011,2011-04-06,1,0,2011,-430.651354898252,69,377
31,2012-04-01,2012,2012-07-12,0,0,2012,642.209978198037,71,394
32,2012-01-01,2012,2012-03-31,0,0,2012,1630.60091539049,72,407
34,2012-02-01,2012,2012-12-31,0,0,2013,3929.74346359087,79,442
35,2012-02-01,2012,2012-12-31,0,0,2012,317.628952008424,79,442
37,2012-03-01,2012,2012-12-31,0,0,2014,115.328982540641,88,486
38,2011-06-21,2011,2011-09-21,1,0,2011,184.37547433086,105,543
39,2012-08-08,2012,2012-09-19,0,0,2013,1567.39632159439,105,548
40,2012-07-25,2012,2012-12-31,0,0,2014,586.647276796448,114,584
41,2012-01-01,2012,2012-03-25,0,0,2012,1281.32655284568,119,600
43,2011-01-01,2011,2011-12-31,0,0,2011,1507.41447226367,120,610
46,2012-03-12,2012,2012-06-30,0,0,2012,3639.7934673922,135,699
47,2012-03-12,2012,2012-06-30,0,0,2012,3639.7934673922,135,699
48,2011-07-25,2011,2011-12-31,1,0,2012,-613.129829142462,136,705
49,2012-03-01,2012,2012-12-31,1,0,2013,-67.5590712677323,141,717
50,2013-05-01,2013,2013-12-31,1,0,2014,2275.12825164893,149,741
52,2011-07-01,2011,2011-12-31,0,0,2011,1011.52140415808,160,778
53,2013-01-01,2013,2013-11-25,0,0,2013,468.041657742503,165,822
54,2013-01-01,2013,2013-11-25,0,0,2013,926.921667339254,165,822
55,2011-01-01,2011,2011-06-27,0,0,2011,4384.72168891849,166,825
57,2013-07-04,2013,2013-12-31,1,50,2014,333.397765228701,168,840
60,2012-01-01,2012,2012-12-31,1,0,2012,-551.746786565925,170,851
61,2012-01-01,2012,2012-12-31,1,0,2012,-509.603205095466,170,851
62,2012-01-01,2012,2012-12-31,1,0,2012,-331.489986732468,170,853
64,2011-11-15,2011,2011-12-31,0,100,2012,1123.91865929208,178,909
65,2011-01-01,2011,2011-02-09,0,0,2011,5374.52459776635,178,910
66,2011-01-01,2011,2011-10-16,0,0,2012,128.54331268969,179,920
67,2011-06-01,2011,2011-12-31,1,50,2012,69.5746338597977,180,922
68,2011-06-01,2011,2011-12-31,0,0,2011,769.556887423987,180,922
70,2012-01-01,2012,2012-07-25,0,0,2012,1240.70272712646,182,936
71,2012-01-01,2012,2012-11-12,0,0,2012,1761.18134749142,182,937
72,2012-01-01,2012,2012-08-10,0,0,2013,109.573311823192,183,945
73,2012-01-01,2012,2012-12-31,0,0,2012,1196.17711713811,193,983
74,2012-01-05,2012,2012-07-11,1,50,2012,3052.88750876576,196,989
75,2013-01-01,2013,2013-05-31,0,0,2013,3020.76784820771,200,1006
76,2011-09-27,2011,2011-11-14,1,0,2011,82.2716003488514,203,1023
77,2013-01-01,2013,2013-11-14,1,0,2014,685.743974504733,203,1024
78,2013-08-02,2013,2013-12-31,1,0,2014,724.082777392308,206,1036
79,2011-03-01,2011,2011-07-03,1,0,2011,-946.031787530334,212,1059
80,2012-03-09,2012,2012-05-20,0,0,2012,6960.33044292891,212,1062
82,2011-01-01,2011,2011-12-31,0,0,2011,2007.20932463839,215,1074
83,2011-01-01,2011,2011-12-31,0,0,2011,884.756529049629,215,1075
84,2011-01-01,2011,2011-12-31,0,0,2011,246.383664663225,215,1076
85,2012-01-01,2012,2012-12-31,0,0,2012,1325.30246394529,215,1077
86,2011-03-21,2011,2011-12-31,1,0,2012,-564.012616671649,215,1080
88,2011-01-01,2011,2011-09-21,0,0,2011,1790.98364998907,217,1092
91,2013-04-20,2013,2013-08-31,1,0,2013,84.2656061217504,226,1152
92,2012-01-01,2012,2012-08-21,0,0,2012,633.792040313528,232,1175
93,2011-01-01,2011,2011-12-31,0,0,2011,2226.36672669436,235,1213
94,2011-01-03,2011,2011-12-31,0,0,2011,1238.93506795481,240,1241
95,2013-07-31,2013,2013-10-03,0,0,2014,2304.47786094408,242,1252
97,2013-08-20,2013,2013-12-31,0,0,2014,1009.60284725227,247,1271
99,2013-01-01,2013,2013-12-31,0,0,2013,2977.38474963518,248,1278
100,2013-01-01,2013,2013-12-31,0,0,2013,3263.97188204388,248,1278
101,2012-01-01,2012,2012-03-16,1,0,2012,215.977771228912,250,1286
102,2012-01-01,2012,2012-12-31,1,0,2013,-29.2202683801567,250,1288
104,2013-01-01,2013,2013-12-31,1,0,2014,-862.272766658996,252,1293
105,2011-01-01,2011,2011-12-31,1,0,2011,-956.249719815243,255,1306
106,2013-01-01,2013,2013-02-01,0,0,2013,1907.90783714803,255,1310
107,2011-02-01,2011,2011-03-14,0,0,2011,1948.71489583016,259,1325
108,2012-01-01,2012,2012-12-31,0,0,2014,1033.32612674497,260,1330
109,2012-01-01,2012,2012-12-31,1,0,2012,-724.804930834385,260,1330
111,2012-01-01,2012,2012-12-31,0,0,2013,1396.98966608341,266,1362
112,2012-01-01,2012,2012-06-30,0,0,2012,1017.77288171636,270,1370
113,2012-01-01,2012,2012-06-30,0,0,2012,905.989995928607,270,1371
114,2011-05-12,2011,2011-12-30,0,0,2011,1583.0142370805,272,1374
115,2013-03-03,2013,2013-04-09,1,0,2013,1769.81485356759,274,1384
116,2011-05-19,2011,2011-12-31,1,0,2011,2093.07013537846,277,1409
117,2013-01-01,2013,2013-12-31,1,0,2013,-371.855130621692,284,1448
118,2013-01-01,2013,2013-12-31,1,0,2014,-278.76200705127,284,1455
119,2011-01-01,2011,2011-12-31,1,50,2011,432.40823566032,287,1473
120,2011-01-01,2011,2011-03-31,1,50,2011,1316.43183285829,289,1477
121,2011-07-12,2011,2011-11-17,0,0,2011,341.082771261549,290,1484
122,2011-07-12,2011,2011-11-17,0,0,2011,356.377334460163,290,1492
123,2013-05-07,2013,2013-09-24,1,0,2013,-875.400869531379,290,1498
125,2012-09-24,2012,2012-12-31,0,0,2013,746.889892070439,298,1532
127,2013-01-30,2013,2013-05-17,1,0,2013,-545.559979465147,307,1589
128,2011-10-04,2011,2011-12-27,0,0,2012,1025.79201844629,310,1605
130,2012-01-01,2012,2012-07-28,1,0,2012,-539.168382582287,321,1693
131,2012-09-07,2012,2012-12-29,0,0,2013,140.119324582087,322,1701
132,2012-07-20,2012,2012-08-23,0,0,2013,606.749010669185,330,1733
133,2012-02-06,2012,2012-03-18,0,0,2012,2988.18471603758,330,1737
134,2012-09-20,2012,2012-12-19,0,0,2014,614.940601952446,331,1750
136,2012-03-05,2012,2012-11-06,0,0,2012,608.52744825042,339,1826
137,2012-04-01,2012,2012-07-05,0,100,2013,2899.46762675796,342,1853
140,2011-01-01,2011,2011-04-30,1,0,2011,2146.84362078923,356,1923
141,2012-07-06,2012,2012-12-31,1,0,2012,-1000.60287525027,364,1991
142,2011-07-07,2011,2011-12-31,0,0,2012,806.559167523241,367,2009
143,2011-07-01,2011,2011-12-31,0,0,2012,4828.58737396579,369,2022
144,2011-04-01,2011,2011-12-31,0,0,2011,734.871965385129,380,2069
145,2013-04-01,2013,2013-12-31,0,0,2013,4575.56420899929,380,2075
146,2013-04-01,2013,2013-12-31,1,0,2013,-395.125716911901,380,2075
147,2013-01-01,2013,2013-07-01,0,0,2013,580.568253791502,386,2099
148,2013-01-01,2013,2013-07-01,0,0,2013,3336.69381150198,386,2100
149,2013-04-01,2013,2013-12-25,1,0,2014,-618.626818029913,389,2107
150,2013-07-12,2013,2013-10-17,0,0,2013,347.452811325242,396,2131
151,2013-01-01,2013,2013-12-31,0,0,2014,140.119324582087,403,2167
153,2011-01-01,2011,2011-12-31,0,0,2012,786.910126852999,404,2173
155,2011-01-01,2011,2011-12-31,0,0,2012,2677.35694047618,415,2222
156,2012-06-20,2012,2012-12-31,1,0,2013,-997.067556906963,416,2225
157,2011-01-01,2011,2011-12-31,0,0,2011,1086.02177119742,424,2267
158,2011-01-01,2011,2011-06-15,0,0,2011,1153.8718595239,424,2268
160,2011-01-01,2011,2011-12-31,0,0,2011,1366.07718739868,429,2292
161,2011-10-03,2011,2011-11-15,0,0,2011,255.318966207729,438,2317
162,2012-02-01,2012,2012-06-24,0,0,2012,3282.74787153788,441,2362
164,2011-01-01,2011,2011-12-31,1,0,2011,-1068.3559578905,447,2383
165,2012-02-01,2012,2012-12-31,0,0,2014,336.286378997008,452,2394
166,2013-10-31,2013,2013-12-31,0,0,2014,242.169306516179,453,2412
169,2013-04-12,2013,2013-12-31,1,0,2013,-100.508669363689,475,2517
170,2011-08-19,2011,2011-12-31,1,0,2012,227.144203557146,477,2520
171,2011-01-01,2011,2011-12-31,1,0,2011,-577.474850241113,482,2559
172,2011-01-01,2011,2011-12-31,0,100,2012,1021.21119437341,483,2563
174,2011-04-01,2011,2011-12-31,0,0,2011,2439.98402622454,487,2577
175,2012-06-09,2012,2012-09-02,0,0,2013,6813.8626351023,490,2593
176,2013-01-01,2013,2013-12-31,0,0,2014,878.742176502182,491,2606
177,2013-01-01,2013,2013-12-31,0,0,2014,644.462665800933,494,2623
179,2013-02-15,2013,2013-12-31,1,0,2014,-219.674765715962,504,2667
180,2013-02-15,2013,2013-12-31,1,50,2014,-587.843680260187,504,2671
182,2013-02-15,2013,2013-12-31,1,0,2013,-398.197563643124,505,2677
183,2011-04-01,2011,2011-12-31,0,0,2011,2840.43427747056,511,2714
185,2011-03-01,2011,2011-12-31,1,0,2011,-214.889151861005,512,2717
186,2011-03-01,2011,2011-12-31,1,0,2011,-169.458155467659,512,2717
187,2012-03-01,2012,2012-12-31,1,0,2014,-700.510395633768,512,2722
188,2013-04-01,2013,2013-12-31,1,50,0,2564.18363985219,516,2748
190,2013-06-04,2013,2013-10-31,0,0,2013,897.34571144285,519,2765
191,2011-01-01,2011,2011-12-31,0,0,2012,1443.71407162674,525,2779
193,2012-01-01,2012,2012-12-31,0,0,2012,1252.23562538053,525,2789
196,2011-01-01,2011,2011-06-30,0,0,2011,1287.50258153688,533,2832
197,2011-01-01,2011,2011-12-31,0,0,2013,504.612801458427,536,2840
198,2011-01-01,2011,2011-12-31,0,0,2011,965.680828200576,541,2864
199,2011-01-01,2011,2011-12-31,0,0,2011,1996.7866025714,541,2875
201,2011-09-06,2011,2011-10-20,1,0,2012,-535.633064238985,549,2922
202,2013-09-12,2013,2013-12-05,1,0,2013,-219.103510008051,550,2930
205,2013-01-01,2013,2013-12-31,0,0,2013,906.7013709611,555,2955
206,2013-01-01,2013,2013-12-31,1,0,2013,-683.933201694749,555,2955
207,2012-04-01,2012,2012-12-31,1,0,2012,588.598168931014,558,2965
208,2012-04-01,2012,2012-12-31,0,0,2012,993.769363574492,558,2966
209,2012-01-01,2012,2012-12-31,0,0,2013,1374.03165367111,559,2981
210,2011-06-27,2011,2011-12-31,0,0,2011,2277.79051881599,559,2985
211,2012-01-01,2012,2012-12-31,1,0,2012,-457.360253845514,560,2997
214,2012-01-25,2012,2012-12-05,0,0,2012,1007.96452899562,569,3054
216,2013-04-24,2013,2013-12-31,0,0,2014,1631.11827905049,570,3066
217,2013-04-24,2013,2013-12-31,0,0,2013,2287.38330334507,570,3066
218,2011-06-25,2011,2011-09-13,0,0,2011,5811.76156091996,572,3075
219,2012-01-01,2012,2012-10-31,1,0,2012,-904.394791310288,574,3091
220,2012-01-01,2012,2012-10-31,1,0,2012,-841.082413418351,574,3091
222,2013-01-01,2013,2013-10-31,0,0,2014,266.74408036596,578,3112
223,2013-01-01,2013,2013-05-31,0,0,2013,2894.50955834967,583,3125
224,2011-11-01,2011,2011-12-31,0,0,2012,780.044279948477,598,3171
226,2011-01-01,2011,2011-12-31,0,0,2011,738.321056451765,602,3189
229,2011-01-01,2011,2011-12-31,0,0,2011,1264.83558618333,605,3208
230,2012-01-01,2012,2012-12-31,0,0,2013,739.495903096338,609,3226
231,2011-06-15,2011,2011-12-31,0,0,2011,504.257113942181,609,3230
232,2011-06-15,2011,2011-12-31,0,0,2011,418.072950914614,609,3230
233,2011-01-01,2011,2011-12-31,0,0,2012,1233.62131203028,610,3233
236,2011-01-01,2011,2011-04-21,0,0,2011,136.73490397295,624,3278
237,2012-11-23,2012,2012-12-31,0,0,2013,3634.40426260058,628,3302
238,2013-02-22,2013,2013-08-29,0,0,2013,824.645338803914,628,3307
239,2011-01-01,2011,2011-12-31,0,100,2012,1973.04176625953,630,3317
240,2013-06-11,2013,2013-07-30,0,0,2013,2321.87421401143,630,3319
241,2011-01-01,2011,2011-12-31,0,0,2011,274.051842063395,633,3332
242,2011-01-01,2011,2011-12-31,1,0,2012,-395.211944188567,633,3332
243,2011-01-01,2011,2011-12-31,0,0,2011,616.977721363678,633,3332
244,2011-01-01,2011,2011-12-31,0,0,2011,227.704680855474,633,3332
246,2011-01-31,2011,2011-12-31,1,0,2012,-710.631322232428,643,3357
247,2012-01-01,2012,2012-07-18,1,0,2013,1294.32531480307,643,3359
248,2012-01-01,2012,2012-12-30,1,0,2013,172.411439693466,649,3375
249,2013-01-01,2013,2013-12-31,0,0,2013,1270.78526827328,649,3376
250,2013-01-01,2013,2013-12-31,1,0,2013,-465.76741332044,649,3377
251,2011-01-01,2011,2011-07-06,1,0,2011,1246.87875581766,650,3383
252,2011-01-01,2011,2011-07-06,1,0,2011,1025.93213777087,650,3387
253,2013-07-24,2013,2013-12-31,0,0,2014,2890.48921157512,650,3396
254,2012-01-01,2012,2012-08-03,1,0,2012,2801.65355979008,656,3420
256,2012-01-13,2012,2012-12-31,0,0,2013,1567.69811706272,660,3436
257,2011-01-01,2011,2011-12-31,0,0,2012,3339.91655596737,662,3443
258,2011-01-01,2011,2011-12-31,1,0,2012,-516.00558038791,662,3443
259,2011-01-01,2011,2011-12-31,1,0,2011,-368.201249772974,666,3455
260,2011-01-01,2011,2011-08-05,0,0,2011,1011.47829051975,671,3477
261,2011-01-01,2011,2011-08-05,0,0,2011,950.526384326544,671,3477
262,2012-01-01,2012,2012-07-15,0,0,2013,840.715947492521,678,3505
263,2011-01-01,2011,2011-12-31,0,0,2011,935.027031345848,682,3530
264,2013-07-01,2013,2013-12-31,0,100,2014,156.286938956943,683,3540
265,2011-01-01,2011,2011-07-26,0,0,2011,3272.78862108297,683,3545
266,2011-01-01,2011,2011-09-30,1,0,2011,-902.228330984057,686,3555
267,2012-05-30,2012,2012-12-31,0,0,2013,1238.69794294398,690,3572
268,2013-07-05,2013,2013-11-28,1,0,2013,2051.51936643508,691,3584
269,2013-01-02,2013,2013-12-31,1,0,2013,-186.035349406678,692,3599
270,2011-01-01,2011,2011-12-31,0,0,2012,3972.07027802425,694,3603
271,2012-03-20,2012,2012-10-11,0,0,2014,503.146937755107,695,3605
272,2012-01-01,2012,2012-02-19,0,0,2012,1320.5384069095,696,3620
273,2013-01-01,2013,2013-12-31,1,0,2014,-507.663091370484,699,3635
275,2011-01-01,2011,2011-09-04,0,0,2011,3364.81468210465,701,3656
276,2011-01-01,2011,2011-12-31,1,0,2011,201.513145568207,708,3696
279,2012-02-16,2012,2012-12-31,1,50,2012,1765.41726245763,723,3744
280,2012-02-16,2012,2012-12-31,0,0,2013,6023.30940581017,723,3749
282,2012-01-01,2012,2012-02-29,0,0,2012,3277.22932583126,730,3782
284,2012-01-01,2012,2012-06-07,0,0,2012,442.615389535646,731,3795
289,2012-04-01,2012,2012-12-31,0,0,2012,691.456531583849,746,3901
290,2013-01-30,2013,2013-12-17,0,0,2014,1110.67199391429,757,3942
291,2012-01-01,2012,2012-03-20,0,0,2012,140.119324582087,761,3975
292,2011-02-17,2011,2011-12-31,1,50,2012,-189.139531366651,765,4000
293,2012-01-01,2012,2012-07-15,0,0,2012,850.103942239521,768,4012
294,2012-01-01,2012,2012-03-24,0,0,2012,1601.47765269659,769,4021
295,2013-01-01,2013,2013-04-04,0,0,2013,2050.63553684926,776,4056
296,2011-06-28,2011,2011-10-31,0,0,2011,353.952192303934,776,4057
297,2012-01-01,2012,2012-12-31,0,0,2012,3066.28507187772,777,4064
298,2012-01-01,2012,2012-12-31,0,0,2012,1241.99613627645,780,4074
299,2013-10-01,2013,2013-12-31,0,0,2014,1565.19752603941,781,4090
300,2011-08-17,2011,2011-12-31,0,0,2011,371.402437419196,783,4098
301,2011-01-01,2011,2011-12-31,0,0,2011,2019.5506036112,787,4114
303,2013-06-21,2013,2013-12-31,1,0,2014,-55.6597070878382,787,4120
305,2011-01-01,2011,2011-12-31,0,0,2012,788.440661013819,794,4145
306,2012-04-10,2012,2012-12-31,0,0,2013,294.282916851132,794,4148
307,2013-01-01,2013,2013-09-30,0,0,2013,2784.54822378148,796,4156
308,2012-01-01,2012,2012-09-30,0,0,2013,3801.95463957201,796,4159
309,2012-10-01,2012,2012-12-31,0,0,2012,1718.38028303638,796,4165
310,2012-10-01,2012,2012-12-31,1,0,2013,-118.303823585614,796,4168
311,2011-01-01,2011,2011-09-30,0,0,2011,3243.83781294239,796,4169
312,2011-04-01,2011,2011-12-31,0,0,2012,437.894446138188,799,4194
314,2011-04-01,2011,2011-12-31,0,0,2012,1383.78611434394,801,4207
316,2011-02-03,2011,2011-09-30,0,0,2011,774.752080843107,803,4231
317,2012-10-01,2012,2012-12-31,0,0,2012,1102.39417535436,803,4235
318,2011-02-04,2011,2011-03-07,0,0,2012,1987.2692669094,809,4271
320,2012-09-13,2012,2012-12-31,0,0,2013,1349.16586276258,809,4272
321,2013-01-01,2013,2013-09-03,1,50,2013,2095.77551618386,809,4277
322,2012-09-13,2012,2012-12-31,1,0,2014,1479.60617553892,809,4284
323,2013-01-09,2013,2013-12-31,0,0,2013,3248.36474496735,810,4293
324,2013-01-01,2013,2013-07-11,0,0,2013,1132.17492103284,811,4300
325,2011-09-09,2011,2011-10-31,0,0,2011,1175.39634346163,822,4364
326,2013-03-08,2013,2013-12-31,1,0,2014,544.309683953491,825,4388
328,2011-10-29,2011,2011-12-13,1,50,2012,644.397995343434,828,4397
329,2013-05-16,2013,2013-07-23,1,0,2013,2845.14444245844,829,4409
330,2012-04-18,2012,2012-11-25,0,0,2013,2063.49417948206,837,4437
331,2011-07-01,2011,2011-12-31,1,0,2011,-129.297801360516,838,4447
332,2011-09-03,2011,2011-12-31,0,0,2012,1019.40042156343,840,4458
333,2012-01-01,2012,2012-12-31,1,0,2012,-1253.69071067426,841,4460
334,2012-05-23,2012,2012-12-31,0,0,2013,2432.30979860128,844,4476
336,2012-01-01,2012,2012-02-26,0,0,2012,1336.95392470477,845,4484
339,2011-04-01,2011,2011-12-31,0,0,2011,2127.35625626274,853,4543
340,2011-01-01,2011,2011-03-31,1,0,2011,513.74211437543,853,4546
341,2011-04-01,2011,2011-12-31,0,0,2011,1784.35492809538,857,4573
342,2011-01-01,2011,2011-03-31,1,0,2011,-299.090087525256,857,4574
343,2013-09-03,2013,2013-12-31,0,0,2014,2697.07065160392,857,4588
345,2013-04-01,2013,2013-12-31,0,0,2014,1730.10719266294,867,4650
346,2012-01-01,2012,2012-12-31,1,0,2012,156.739632159439,868,4654
347,2013-02-01,2013,2013-12-31,1,50,2014,2188.24349199845,870,4659
348,2011-10-12,2011,2011-12-31,0,0,2012,3546.53866767803,870,4660
349,2012-01-01,2012,2012-12-31,0,0,2013,2546.58249700276,881,4710
350,2011-07-01,2011,2011-12-31,0,0,2012,2998.35953468416,882,4714
352,2011-10-01,2011,2011-12-31,0,0,2012,522.548075004935,899,4790
353,2011-08-27,2011,2011-12-22,0,0,2012,1197.10406036227,933,4989
355,2012-09-13,2012,2012-12-31,1,0,2013,-245.187261199485,948,5055
356,2013-07-31,2013,2013-11-03,1,0,2013,-121.084653258089,953,5070
357,2012-01-10,2012,2012-04-01,1,0,2012,-700.769077463766,955,5084
358,2012-06-01,2012,2012-12-31,0,0,2013,3256.01741577145,955,5087
359,2013-04-01,2013,2013-06-30,1,0,2014,-918.32049649183,961,5118
360,2012-01-01,2012,2012-11-08,0,100,2012,1701.65219136319,964,5131
361,2013-03-04,2013,2013-12-31,1,0,2014,966.014958897656,964,5135
362,2013-03-04,2013,2013-12-31,0,0,2013,495.289477168927,964,5135
363,2012-04-01,2012,2012-07-02,0,0,2012,562.686872292911,966,5147
364,2011-10-20,2011,2011-12-31,0,0,2012,931.114468667133,970,5164
365,2011-01-01,2011,2011-10-19,0,0,2011,1220.51476597706,970,5169
366,2011-01-01,2011,2011-12-31,1,0,2012,203.08679336736,973,5185
368,2011-08-29,2011,2011-12-31,0,0,2013,2373.16866521805,982,5238
369,2011-01-01,2011,2011-12-31,0,0,2011,1472.36308429898,983,5245
370,2012-01-01,2012,2012-12-31,0,0,2012,1367.59694314992,983,5247
371,2012-04-14,2012,2012-05-31,1,0,2012,-312.509207456386,986,5259
372,2012-09-02,2012,2012-10-11,0,0,2013,471.501527218722,986,5276
373,2013-05-22,2013,2013-12-12,1,0,2014,2827.72653257193,986,5278
375,2013-05-23,2013,2013-12-31,1,0,0,1032.57163807415,996,5306
376,2011-09-07,2011,2011-12-31,0,100,2012,1325.95994692987,996,5312
381,2011-02-01,2011,2011-04-06,0,0,2011,1526.80483110392,1012,5409
382,2013-10-19,2013,2013-12-31,0,0,2014,140.119324582087,1013,5421
384,2011-06-16,2011,2011-12-31,0,0,2011,3801.16781567243,1019,5435
387,2012-07-01,2012,2012-08-31,0,0,2014,1069.7679295459,1027,5489
388,2011-02-02,2011,2011-07-21,1,0,2012,1506.3042960766,1036,5528
389,2011-09-22,2011,2011-12-31,1,0,2012,-439.748332586505,1038,5550
390,2013-10-25,2013,2013-12-31,1,0,2014,172.228206730551,1038,5554
393,2012-10-08,2012,2012-12-31,1,50,2013,651.705757040869,1038,5561
395,2012-01-01,2012,2012-03-31,0,100,2012,440.729167858579,1042,5580
396,2011-04-01,2011,2011-12-31,0,0,2011,6255.05599025935,1042,5583
397,2013-01-01,2013,2013-03-31,1,0,2013,-480.911078784888,1042,5595
398,2013-01-01,2013,2013-02-26,0,0,2013,4734.40563102746,1043,5610
399,2012-01-01,2012,2012-09-30,0,0,2013,500.085869433468,1047,5631
400,2013-01-01,2013,2013-09-30,0,0,2013,1682.7468609542,1047,5632
401,2011-01-14,2011,2011-09-30,0,0,2011,3789.23611626379,1047,5635
402,2013-01-01,2013,2013-09-30,0,0,2013,2170.28666163278,1047,5635
404,2013-01-01,2013,2013-12-31,1,0,2013,71.7087589572787,1049,5660
406,2011-01-01,2011,2011-07-31,0,0,2011,434.111224374471,1062,5713
407,2012-01-01,2012,2012-09-09,0,0,2012,140.119324582087,1075,5792
408,2012-10-04,2012,2012-11-22,0,0,2013,1311.085741705,1079,5798
409,2011-01-01,2011,2011-03-03,0,0,2011,4014.12763221804,1079,5803
410,2013-04-05,2013,2013-09-26,0,0,2014,229.989703687121,1081,5822
411,2013-07-04,2013,2013-12-31,0,0,2013,6634.36978031265,1083,5828
412,2012-10-11,2012,2012-11-25,0,0,2012,2605.75596561474,1084,5836
413,2012-01-01,2012,2012-12-31,1,0,2012,44.1268088337741,1086,5843
415,2012-01-01,2012,2012-12-31,1,0,2014,-835.434526796734,1096,5902
416,2013-01-01,2013,2013-07-24,0,0,2013,2552.66152000771,1102,5927
419,2011-01-01,2011,2011-12-31,0,0,2011,1637.10029636919,1108,5967
420,2013-07-04,2013,2013-12-31,1,0,2013,1766.54899546387,1109,5971
421,2011-02-08,2011,2011-11-21,0,0,2011,4631.1161319913,1111,5976
422,2011-06-21,2011,2011-12-31,0,0,2012,1703.52763463068,1111,5981
423,2011-06-21,2011,2011-12-31,0,0,2012,2011.12188731711,1111,5981
424,2011-06-20,2011,2011-12-31,1,0,2012,-436.029781280288,1111,5982
425,2012-01-01,2012,2012-12-31,0,0,2012,2417.89906498849,1113,6001
426,2013-07-02,2013,2013-12-31,0,0,2014,5117.54575648281,1113,6002
427,2013-03-12,2013,2013-05-06,0,0,2013,469.636862360822,1116,6016
428,2011-05-31,2011,2011-12-31,0,0,2012,7916.69872524957,1119,6044
429,2013-03-26,2013,2013-06-30,0,0,2013,2585.36321468325,1121,6056
430,2012-05-16,2012,2012-07-09,1,0,2012,-418.256183877529,1126,6085
431,2011-02-01,2011,2011-12-31,1,0,2012,3482.34246020027,1139,6140
432,2012-02-01,2012,2012-12-31,0,0,2013,140.119324582087,1139,6140
436,2011-02-01,2011,2011-12-31,1,0,2011,802.689718482859,1139,6146
437,2012-01-01,2012,2012-12-31,0,0,2012,952.207816221529,1142,6157
438,2012-01-01,2012,2012-12-31,0,0,2012,1118.13065334589,1142,6157
440,2012-05-31,2012,2012-12-31,1,0,2013,487.151777933583,1147,6198
441,2012-06-26,2012,2012-12-31,0,0,2013,1167.07541126337,1155,6239
442,2011-10-01,2011,2011-12-31,1,0,2011,1511.6396088203,1162,6276
443,2011-01-01,2011,2011-12-31,0,0,2012,424.022633004561,1164,6281
445,2013-11-08,2013,2013-12-31,0,0,2014,1330.65933350816,1174,6353
446,2011-01-01,2011,2011-12-31,0,0,2011,876.381704803453,1175,6358
447,2011-01-01,2011,2011-12-31,1,0,2013,1221.10757850414,1175,6358
448,2011-01-01,2011,2011-12-31,0,0,2012,1935.1233213457,1175,6359
449,2013-01-01,2013,2013-05-07,0,0,2013,3287.56582062159,1177,6369
450,2013-01-01,2013,2013-12-31,0,0,2014,1947.87417988267,1179,6387
451,2013-01-01,2013,2013-08-27,0,0,2013,4952.52830576344,1179,6388
452,2012-01-06,2012,2012-12-31,1,0,2012,-381.243125368692,1184,6411
453,2011-01-01,2011,2011-12-31,0,0,2012,1265.55773962541,1185,6417
454,2013-01-01,2013,2013-12-31,0,0,2013,3544.26442325597,1185,6420
456,2012-01-01,2012,2012-12-31,0,0,2013,3514.30044461457,1186,6425
457,2011-01-01,2011,2011-12-31,0,0,2011,6481.09001762943,1190,6452
458,2011-01-01,2011,2011-12-31,1,0,2012,1688.3408555279,1190,6452
459,2013-01-01,2013,2013-12-31,0,0,2014,512.588824550023,1190,6457
460,2012-01-01,2012,2012-12-31,0,0,2013,248.884255686536,1191,6459
461,2012-01-01,2012,2012-12-31,1,0,2013,-874.9373979193,1191,6460
462,2013-05-07,2013,2013-12-19,0,0,2014,122.334948769745,1193,6470
